262060;362490;371220;341390;270050;98800;207430;291190;434880;262790;276810;238280;280040
24980;6030;337000;204100;230410;34010;17460;311340;7110;292120;474960;47780;208580
323470;442080;109600;109400;335300;349040;418340;234670;24200;331600;226320;438490;272510
115300;42700;202970;10090;209160;10180;298110;223100;286940;730;7940;47790;291480
346010;263760;367450;228380;332310;244850;284160;387990;464690;397340;333950;225540;265930
393380;13140;234510;33930;44340;107410;222880;730;418460;12830;242860;35450;33900
234630;244210;241560;310560;211500;228380;226580;284160;255220;44350;9930;263280;47870
102500;40390;241930;32800;249230;204030;40300;367500;345350;7520;219780;39500;225640
10180;42700;202970;10090;209160;223100;34870;222880;730;7940;240;33900;291480
226840;228260;378720;297000;61500;364360;270790;241990;319050;8930;232050;289130;259060
1250;10090;339230;227100;355180;550;326960;239140;232090;224260;238430;314280;500
311310;380770;3920;242050;413710;344240;347170;326410;390670;317110;268650;223330;512470
208580;291650;17450;6000;47730;17460;32430;6060;32370;6020;6030;32390;32380
50130;12110;271590;12100;234140;28000;12210;12220;360430;12120;202170;307690;236870
12120;12110;50130;8190;271590;12100;55230;12210;12220;360430;202170;307690;225540
2700;304730;294100;285310;233450;57690;313010;24780;399670;225420;3720;285330;255710
39140;330390;332380;372360;39150;382900;251150;251290;239120;359870;23310;312750;377840
482920;389430;236110;307290;230410;246280;570;363970;238960;335240;277950;226320;438040
224600;316390;304930;9900;230410;355840;293540;38830;113420;337950;365590;107900;349700
371660;322920;220240;264710;298110;324080;242760;386880;346110;253710;19900;304930;10680
297000;3900;1640;364360;61500;61520;251150;270790;321960;226840;239120;266840;369990
289130;205990;228260;378720;241990;376450;226860;65980;319050;226840;232050;8930;208140
8190;55110;271590;10220;332310;12210;243470;265930;314580;20500;225540;301910;259080
272350;109400;17080;230410;227940;244630;730;218230;212630;51100;369200;293540;291480
202970;10180;311210;272350;382850;232090;730;218230;24960;500;49540;291480;391460
361280;287980;290970;239820;245470;233450;294100;394310;454060;399670;377900;346900;249330
22320;102500;489830;288470;204030;40300;249230;72850;367500;65540;39500;219780;22330
351970;353270;372360;207320;292140;223810;359870;207350;340170;345350;351640;382900;438490
48720;22100;42160;335300;324260;279140;314700;307880;72850;48700;203770;39500;312780
212070;8500;265770;9900;230410;71000;376570;359320;304050;109600;39000;353130;310380
21690;222480;268050;360150;254700;227100;232090;250400;301640;287290;221040;209100;247910
433340;323320;329860;210970;244930;218680;428220;275100;502770;421040;298600;384190;219680
521200;107310;107300;261720;318090;231740;214830;265610;263320;233470;46450;46570;277470
209870;337000;730;230410;271290;244630;17080;218230;311210;272350;369200;286940;291480
241560;24740;47870;310560;271590;211500;44350;321040;33440;346110;228380;9930;263280
292120;39140;228300;292140;39150;251150;345350;207350;340170;359870;23310;382900;377840
402570;386360;377150;214950;312370;206500;376450;570;200510;730;268500;386640;310380
425220;411830;45760;323470;222940;349040;234670;311730;310950;331600;376300;263300;272510
306020;65800;444640;3590;389570;270550;236110;305260;241410;302270;262120;91600;201790
208140;236130;204880;3910;226860;287580;278910;65980;273070;281990;42890;202200;42990
22370;9200;38410;234140;8980;22300;41700;22320;20510;22380;22330;377160;4500
254700;222480;268050;360150;339340;21690;254460;304240;301640;287290;221040;47780;254480
394510;630;371510;359450;41070;410320;230410;249990;289690;42910;225280;326110;39800
24240;202970;113020;15120;34870;222880;22350;359550;730;500;218620;104900;235600
286940;13140;203290;218230;730;227940;349700;360760;253710;304930;107900;291480;391460
499520;257690;214490;620;231310;96100;400;384740;312230;444580;251850;208580;17410
374040;304050;317470;237870;366220;324080;297810;223490;290080;346110;105600;266190;211820
435440;386360;9900;415270;230410;306930;339600;227940;385530;39000;397060;301520;310380
321960;297000;364360;239120;230230;341150;226840;281640;289130;251150;23310;293260;351480
30;234510;2620;10090;20;730;300;2630;1200;2640;227940;35450;24840
268400;337760;218090;306640;312370;368220;297750;275290;287070;8930;312450;370540;310390
237990;237890;260130;249650;300550;240760;319050;25900;253510;270790;351480;325790;281640
228180;441850;237370;257650;400040;520210;224380;372390;405470;355030;471580;428800;269550
8850;8870;205100;108800;337000;362890;21090;420;377160;42670;43110;7670;220
346120;109400;389570;230410;212800;351140;208090;238960;335240;312990;380840;424280;320590
233130;99810;217140;57900;41000;41060;238070;223470;204340;379720;6020;324800;225160
201310;419480;290300;2870;2810;236150;71000;320340;359320;2840;369530;2800;2820
355180;316390;273110;286940;326960;349700;360760;238430;314280;304930;433350;107900;224260
208090;336670;109400;113400;104700;230410;242720;238960;271590;317360;206210;301520;338180
241600;492610;340520;428550;239350;248820;323220;224820;452060;266210;364420;280040;360740
230270;257750;209670;405550;389310;337490;340580;224820;65300;435800;368730;399140;322170
206500;386360;343630;230410;263500;570;202090;339280;342200;399660;390670;310380;427270
220260;313160;270880;230410;346110;570;730;4000;227300;438490;447020;263280;255710
4580;285190;363680;9350;17480;312370;364360;9450;15620;4570;20570;55150;9310
245170;222940;356910;45760;242700;261180;294810;209120;348550;311730;310950;262150;263300
224580;253430;304930;226700;355180;346330;326960;433850;360760;295110;302830;113420;107900
104900;322920;70000;213120;321360;273350;401190;730;407840;215470;346110;376210;319150
211500;244210;359800;241560;310560;271590;47870;44350;255220;228380;253710;234630;9930
435530;382140;233740;258050;222980;388060;370100;466500;209830;348580;207610;211400;513230
404410;290300;2870;324260;9900;342980;244770;359320;230410;24720;265770;252470;263200
242700;222940;45760;24200;200260;209120;208650;35140;307780;310950;21660;263300;209000
329430;226560;360150;339230;340050;108600;221100;250400;346110;41700;360170;241540;304930
73170;312350;312360;275290;394360;308173;25890;297750;332490;279140;244410;42960;370540
282800;353270;426000;497470;436290;333600;351710;318090;369990;449540;460120;438490;282900
300550;237430;237930;296570;346940;249650;230230;240760;250520;291650;234650;243970;325790
313690;352400;285160;405310;213330;204120;21000;332310;214510;249130;32440;438640;267530
261180;222940;45760;310950;244730;251470;209120;348550;94400;291550;245170;263300;383980
218620;202970;113020;15120;34870;222880;24240;22350;730;440;212630;359550;235600
431730;425680;330160;227240;233680;336530;325180;325910;281900;332360;365670;454510;520210
244930;244210;380600;234630;266430;211500;228380;407250;314520;253710;412940;9930;310560
388750;222940;356910;45760;294810;209120;348550;310950;376300;267900;245170;263300;370460
6910;410710;337000;238210;258180;6030;482400;420;15130;238010;6920;7670;220
259080;326960;8190;113400;271590;355180;109400;304050;38830;314580;301910;225540;293540
345390;376520;492630;408280;220090;262850;330840;6310;32360;358090;215160;316790;232790
418340;411830;214590;263620;238960;329490;281690;331600;449800;345350;272510;438490;292480
382850;272350;227940;286940;17080;218230;349700;360760;51100;293540;107900;291480;391460
388410;253980;102500;241930;115320;265300;7520;13500;19980;243930;340170;345350;292030
329050;338930;6550;234080;45700;220440;263620;418340;281690;261110;423230;208670;235460
322500;21980;391550;10130;21100;270010;730;317360;516590;16450;42670;63380;34830
410980;202200;340210;226860;287580;278910;1610;65980;42990;42890;208140;298050;214150
372800;201230;356330;212500;263540;298160;215080;304050;200210;354200;304030;250420;297470
367450;359230;489460;4000;360380;220200;397340;387990;464690;250460;22000;333950;346010
325600;228280;335120;39190;230230;321800;291650;238960;214170;4540;373420;257350;4550
282560;57690;313160;285310;289950;294100;2700;313010;305940;24780;399670;225420;255710
454540;280790;8500;415860;314700;215080;301520;304050;227940;39000;372800;317110;304030
213610;3830;200900;71250;205910;200940;248310;262390;329440;224960;71162;71113;71340
239160;205100;337000;238320;242640;242880;211600;6980;403640;320240;211740;368500;243120
15170;1640;364360;48220;215080;270790;341150;226840;289130;276810;319050;351480;219340
24740;47870;241560;271590;211500;228380;321040;33440;6220;284160;12220;44350;9930
259680;253630;341390;270050;371220;98800;427910;207430;333300;113200;434880;280040;266210
3920;40390;12470;242050;413710;344240;311310;264140;326410;327860;317110;223330;205610
442070;200170;285900;331670;204360;22230;214510;389570;431240;397460;448510;428690;296470
35720;257750;221810;207930;249990;289690;319910;225080;35700;238460;218740;95400;215510
38410;39140;465490;230070;259130;39150;38400;240760;250520;291650;38420;253920;377840
217750;442080;304050;258700;268420;206480;212500;364110;109600;372000;39120;304030;287920
3990;3900;378720;259060;3910;16810;410980;289070;8800;203630;289130;8930;357310
45740;427190;360150;239140;314580;45770;250400;226560;251570;265550;360170;352950;304930
351510;200170;442070;3590;389570;431240;427730;32510;334230;332570;397460;331670;428690
431600;244210;391040;389670;234630;310560;211500;282050;228380;232910;410340;438430;55140
258970;200710;207320;249990;39190;223810;238960;215530;272470;239070;247950;4540;4550
489220;335670;332380;206440;451920;484950;429470;438270;420740;410670;251270;382380;373770
223850;323910;229950;400040;388080;325180;233680;205270;261920;264020;236890;267130;345370
263760;329860;4000;228380;332310;284160;397340;265930;350500;332570;225540;346010;464690
330840;250320;20900;292030;20920;429570;207610;319630;378660;330830;261030;237850;498240
25830;570;4700;394360;364360;310470;730;203770;329280;281990;300080;325610;4780
270880;446020;313160;211500;277751;24010;284160;227300;447020;241560;232010;9930;263280
71340;213610;71162;205950;354850;71250;200940;3830;248310;71113;329440;298600;40800
292140;39140;39210;372360;39150;251150;359870;292120;207350;340170;345350;351970;382900
256290;332380;428550;252030;251150;236090;387290;318530;261570;359870;24420;295790;382380
4560;9340;313480;64000;105450;394360;244450;313500;260309;7830;398840;235380;231430
388870;345440;2210;238320;67370;383930;414700;9050;299030;21090;365020;311250;243120
225420;73010;304730;233450;245620;57690;313010;305940;24780;231140;39680;255710;48240
210770;65800;202970;570;270550;311210;236110;273350;230410;730;302270;91600;201790
362620;464350;233860;252250;356040;304730;233450;294100;305940;453090;399670;403190;280720
214510;285160;352400;313690;405310;213330;204120;21130;21000;249130;32440;438640;267530
269770;320040;240970;368340;248820;268750;238960;200710;239070;351970;351640;240620;234900
239070;238280;249990;293780;258970;238960;314410;269210;4540;375480;200710;4550;251470
356500;441550;105450;570;364360;32470;730;32510;281990;488430;6030;58610;47410
18500;221540;249050;280220;236730;204530;397160;246420;93200;18120;275670;91200;259570
20510;316390;247730;9200;355840;22370;22300;41700;287390;22380;304930;286690;4500
322770;519170;501180;517710;447270;455440;488760;345140;414510;346110;513420;516610;348860
230230;228280;296570;346940;257350;240760;291650;300550;319050;234650;373420;208400;325790
445310;378720;461910;570;240760;215080;208520;730;200510;289130;373420;310060;460120
234650;237430;296570;346940;230230;300550;250520;240760;256010;237930;7660;325790;267750
255420;436290;49470;256410;257730;316010;205890;318090;369990;213850;410380;97330;271820
108710;268050;57300;202750;384110;359940;414700;269790;287290;22180;402020;47780;22120
450540;329190;473910;477270;429830;386290;452490;496240;341800;457960;416590;380670;283160
473640;291010;449680;353560;230410;570;252410;730;393390;415950;423610;388840;487180
223670;234630;310560;232910;201700;44350;321040;211500;257790;226580;255220;228380;9930
208500;244210;234630;310560;211500;44350;226580;266410;273840;255220;228380;256370;9930
205990;228260;378720;259060;61500;289130;449300;319050;203630;226840;232050;61520;265970
41500;238960;256030;39190;200710;215530;272470;449960;4540;225640;219990;4550;375480
263540;280790;109600;317470;206480;356330;113420;304050;290080;346110;39120;304030;287920
293780;387060;238280;261180;250900;247080;323220;383230;311690;249630;239070;371970;251470
290930;108800;280;340;17580;380;362890;365300;70;420;8850;7670;220
462700;244210;391040;378120;310560;232910;228380;407250;211500;282050;431600;253710;55140
312370;268500;322910;216890;376450;337680;312440;200510;65980;242570;330720;276810;317620
21100;273110;42700;311210;236370;355180;550;434570;232090;1250;16450;10680;49540
233980;492610;332200;252030;70300;286100;241600;236090;200900;214770;24420;341020;345820
516230;339290;265000;236110;257730;570;316010;318090;238960;336040;233470;201210;496550
264140;248390;364420;266170;326410;346110;105600;327860;315460;211820;295590;252470;280520
478980;303800;256410;362290;570;251710;251390;257670;730;319050;358460;247000;290340
281610;285190;204880;375910;228880;9450;32470;281990;6420;40400;290790;335830;244160
492240;366010;272040;395980;210970;416270;461570;218060;369560;221640;397620;342650;293900
420790;264360;230410;346120;351140;268750;238960;200210;295710;380840;320590;364420;335240
4540;475150;200710;41500;39190;238960;215530;12320;272470;247950;219990;4550;225640
394690;109400;431240;45740;9900;113400;376570;109600;263060;346110;24200;428690;306130
378370;280790;317470;331120;251570;373330;346330;349700;348670;113420;360760;337950;304930
348670;
327090;369080;237870;366220;324080;344760;314700;313120;290080;346110;252490;393420;105600
231410;287220;387990;343090;320340;244850;341640;220200;227160;333340;403190;280720;244030
447530;344770;432180;342380;454690;345700;248800;209370;310080;326480;330820;211340;460120
326410;380770;3920;242050;413710;344240;311310;369530;264140;317110;304030;418180;327860
332500;441790;369080;244850;238240;264710;366220;254200;263200;346110;360170;327090;383120
422100;244210;517710;301320;496240;341800;450540;451520;313630;457960;416590;380670;269170
311730;411830;45760;222940;349040;263620;418340;234670;310950;307780;262150;245170;263300
280620;442080;258700;261430;264360;356330;215080;290140;231060;317110;268420;36620;372000
225260;285160;253980;32800;288470;204030;265300;12810;340170;345350;11450;292030;219780
454510;227240;330160;428340;438450;325180;388820;355500;365670;364970;362750;214850;251810
207170;428880;245450;329040;238960;291960;427910;245430;200710;245410;345140;251730;238750
15100;277590;311560;241930;208480;242050;242640;33230;260210;201870;368500;289650;48190
239120;39140;207320;39150;297000;312750;251150;223810;359870;23310;382900;377840;382890
71250;213610;411960;71162;205950;262390;200940;35000;71113;224960;313810;3830;71340
216890;58520;293260;364360;319050;326670;242570;358460;253510;276810;236690;247000;317620
32510;285160;352400;313690;405310;204120;21130;214510;21000;249130;32440;438640;267530
257400;227240;366530;335930;325180;369190;266310;365670;263600;471580;368470;251810;214850
319910;221810;278360;227080;205910;225080;35700;316480;35720;238460;218740;95400;439550
493440;386360;109600;442080;9900;230410;238960;200210;39120;226320;304030;304050;47410
204180;502380;470060;306040;367450;360380;375930;233150;407150;448720;375120;226620;314020
333600;342380;251870;345610;444140;385800;331470;459820;420110;339800;313740;402180;326480
45750;21100;245760;213120;230410;55150;6510;42650;314580;104900;20500;6030;226720
241260;46490;492220;430020;46480;350640;46550;110800;233370;258520;233290;460960;247660
510050;298180;368950;230410;409670;286100;339120;238960;312990;212800;467380;409690;570
3720;105450;230190;9350;17480;294100;262280;57690;40950;233450;403190;11450;246090
348200;227240;347400;400040;335930;520210;325180;234820;224380;248170;478960;403040;214850
48110;15210;394360;25890;332490;311310;275290;4560;64000;7830;390670;244450;73170
208520;289070;297760;308270;471380;390880;245620;340150;341150;404620;443810;276810;251130
234080;224940;6550;45700;265300;243930;224300;239250;282530;208670;292030;438490;224920
369990;282800;436290;297000;365890;270790;216890;319050;253510;213850;293260;247000;290340
409870;260130;251150;415480;237890;312600;312790;46450;266210;359870;294860;405900;460120
451520;491100;407710;452490;491520;498600;462480;461180;465780;495320;499620;433190;266430
296300;730;355840;333930;265630;242720;225840;218230;227940;335330;433350;293540;291480
35700;257750;221810;439550;319910;225080;107800;35130;35720;238460;295790;95400;215510
433950;259530;313400;107600;253750;262260;443250;252310;494990;233150;462100;416380;201570
55110;65930;8190;271590;20530;230410;213120;245760;314580;20500;47780;225540;226720
427250;287450;302670;394360;227180;570;270150;1520;253250;497850;214190;271240;281990
206440;335670;418190;503320;274310;327410;209370;298850;232430;355530;351640;417860;373770
205610;3920;12470;227020;351080;320340;310470;326410;305940;33570;317110;39680;271240
266010;287980;272040;476240;204060;271900;448560;367580;207690;265890;421120;224760;304410
418250;3900;308173;376450;228880;208140;261470;65980;281990;333420;204880;226860;48240
409910;311720;459680;370020;371200;402310;312600;341150;46450;307670;46570;291190;351480
282050;256370;417430;234630;310560;211500;321040;355060;336010;55140;300380;256330;287340
441550;3900;259060;3910;32470;261470;730;289070;70900;8800;281990;8930;40400
261760;205100;249230;41500;204030;40300;367500;39500;219780;22320;2100;242840;22330
9010;350080;2210;208200;2620;2630;201810;9050;16450;24840;42670;379720;3730
292910;220740;376520;443650;408280;220090;262850;302690;451570;32360;214340;316790;232790
33250;375910;280720;242920;232890;245620;310470;40950;40970;224440;47400;221380;48240
10150;311560;241930;208480;200260;33230;115320;226560;449800;267550;201870;307690;15100
104700;386360;109400;206500;230410;263500;570;202090;208090;730;317360;390670;310380
31280;364960;293260;260430;318090;428690;404770;282800;322950;346900;286160;271820;234710
92800;375820;502210;204180;367450;70300;252670;322680;96100;246070;485970;300570;26800
336520;386360;304050;389430;230410;257730;570;202090;215080;219700;238960;263500;442810
9870;12110;271590;230410;407420;33440;224060;10220;314580;301910;9480;225540;201790
231200;207690;419460;358090;262850;319630;290770;233230;220090;237850;269050;94300;247660
219780;102500;489830;12810;204030;40300;109600;72850;367500;39500;335300;292030;39510
370360;464350;375820;290020;92800;246070;240440;365450;485970;300570;400110;332830;290060
259020;442080;258700;212500;206480;263500;356330;109600;39120;332070;304030;353130;381990
345660;244210;391040;234630;310560;211500;201700;228380;321040;232910;226580;44350;55140
24840;234510;2620;10090;256190;2640;2630;1200;300;227940;9010;730;35450
436560;249630;252630;427910;434880;327510;344750;238960;345140;415030;371970;280040;375480
237370;441850;257650;400040;288270;435750;520210;228180;224380;372390;471580;438840;355030
484950;428860;351640;416130;271990;257970;463350;341310;407330;332400;434420;400910;373770
901638;200710;41500;39190;250560;238960;215530;247950;272470;207350;4540;351970;4550
345610;324160;342380;251870;310080;331470;449830;313740;347620;326480;377690;485040;333600
95400;257750;291550;248820;35700;204300;35130;35720;269670;238460;295790;215510;289690
300570;464350;242920;359230;367450;4000;294100;92800;242760;387990;370360;295590;346010
401090;227240;330160;233680;520210;325180;325910;425680;365670;431730;214850;332360;454510
467520;396090;245470;251990;311040;245620;57690;268890;23490;25910;203770;42960;39680
387340;353270;411830;426000;214590;263620;415480;351710;333980;407330;460120;438490;282900
40400;233250;204880;228880;364360;32470;261470;65980;70900;281990;6420;208140;244160
396650;342380;324160;251870;345610;251990;226740;430960;211340;313740;209370;347620;326480
316430;287450;394360;317850;260230;400750;279140;242860;4560;260309;42960;325610;231430
398840;222750;313480;214950;64000;394360;251060;244450;4560;34030;7830;235380;58610
292230;348200;230780;400040;227240;520210;325180;233680;329890;332360;517170;496490;214850
212630;238090;271590;460930;272350;34870;230410;243470;218620;15120;312660;63380;235600
221020;233860;242920;359230;224500;304730;233450;328080;248390;253250;224440;403190;255710
262260;381320;433950;313400;278930;253750;252310;436530;279160;233150;462100;416380;201570
35130;391220;8140;289690;35700;299480;35720;203160;224960;7000;95400;8000;225300
231140;304730;39680;233450;245620;57690;313010;305940;24780;403190;225420;255710;48240
477290;366320;105600;241600;268750;387290;238960;291550;35720;40800;274190;211820;251470
233840;200170;265610;364360;22600;241410;730;217200;70600;326460;327030;293260;228960
347620;342380;331470;251870;345610;324160;317300;430960;313740;326480;485040;340730;333600
239410;445070;58520;49470;256410;251210;365890;108200;216890;369990;282800;213850;293260
398640;482730;378120;344340;407250;438600;263740;326630;501190;375530;407120;230650;356370
251170;381210;331120;1250;352460;550;243240;386880;232090;238430;314280;223710;224260
393930;280790;236110;230410;407250;570;246280;385770;238960;291550;347630;226320;207230
209950;12500;234330;340360;357480;329110;229520;339800;394480;494090;78000;61700;290890
3300;209950;3330;12500;234330;227580;47540;339800;3620;329110;78000;47000;340360
201810;8870;350080;10090;337000;311210;9010;21090;10680;8850;42670;379720;108800
104200;209670;360380;331710;108500;354850;96100;107800;249590;214790;250050;337490;263980
250260;230050;374510;3830;241320;221910;115110;31270;224480;94590;353560;340470;383870
353130;442080;253430;258700;236390;206480;259020;263500;223750;356330;109600;332070;212070
237890;466920;260130;265610;389870;251150;312600;312790;359870;46450;409870;294860;405900
232810;227860;230190;337820;222730;328080;17440;352720;345750;391440;24720;17390;230290
24400;228280;228260;243950;222640;570;364360;321800;291650;241990;226840;218410;203770
8000;391220;8140;224980;304240;35130;225000;203160;7000;225320;224960;225300;225020
33440;24740;47870;263760;307690;241560;271590;211500;228380;234140;284160;12220;9930
371570;380360;492800;489610;363970;502770;421040;493370;393530;385770;442890;521630;346900
207750;247140;235800;67000;49600;270210;221640;259530;12900;63700;205080;397690;218060
463710;421120;287980;306760;367450;210970;265890;35720;238460;304410;239030;346010;288160
348710;442080;411830;388750;323470;349040;418340;294810;45760;310950;331600;376300;263300
351700;221020;248860;340050;294100;328080;264140;248390;219740;305780;443260;295590;253250
1610;236130;202200;340210;226860;287580;278910;65980;410980;42990;42890;246940;208140
318600;305620;264710;230840;340490;234390;269790;275100;219740;113200;242760;304650;305780
224740;233860;242920;359230;224500;233450;248390;221020;253250;224440;403190;246090;255710
319730;386360;442080;258700;300040;268420;230410;495910;215080;238960;304050;317110;372000
47540;12500;234330;227580;23700;290890;229520;339800;109200;329110;61700;47000;340360
411760;503980;381780;215670;292030;302690;231200;330840;451570;485860;388320;396860;335000
403180;421120;207690;306760;210970;40700;233470;35720;239030;238460;48000;335000;288160
2280;2200;13250;2320;3200;2300;208200;2290;2310;13240;9050;9160;379720
243780;65800;221540;405550;270550;236110;55040;241410;302270;306020;210770;91600;201790
317820;265000;288120;378720;427910;464620;293260;98800;207430;291190;434880;262060;270050
440340;99120;330370;270510;228400;305380;246580;432280;465780;274130;448370;264340;438490
346470;244210;391040;378120;310560;232910;228380;407250;211500;282050;431600;253710;55140
293220;238090;730;230410;272350;301520;203140;460930;6060;212630;365590;63380;235600
292500;248310;70300;360740;286100;237740;250760;200900;318530;279160;233150;230700;260790
412050;21690;225840;273500;341800;250400;291550;448320;465780;223710;39800;224260;270550
286100;332200;492610;63710;70300;247240;369070;250760;200900;318530;212800;350070;230700
424780;389570;236390;227180;407250;342570;301520;227940;342200;338540;51100;390670;339610
342570;236390;230410;407250;570;385770;238960;227940;365810;390670;398840;339610;338540
440520;367670;230780;388080;520210;325180;229950;227260;382110;248170;223850;496490;267130
214360;65800;221540;570;270550;45000;236110;241410;302270;40400;210770;91600;201790
250500;274270;220860;360740;204630;416070;237740;249630;250760;200210;40800;230050;270050
363600;230190;239820;404620;394310;502770;399670;377900;280320;433340;346900;428690;255710
496250;15520;244210;329190;492710;471160;259510;244930;509070;457320;457960;465780;269170
260230;421120;434120;388320;470060;316430;387290;252670;352520;261570;384000;208750;227200
264160;249050;249630;238280;253630;341390;323220;98800;207430;113200;262060;364420;280040
349260;366250;359140;424760;463430;350740;107600;253750;424210;443250;217120;233150;416380
399820;261180;386400;429330;207140;407250;388260;263740;263020;252950;444880;448510;356510
496920;223710;331120;356520;391270;272060;356670;310370;203810;387860;402020;303210;405640
351990;235800;207750;67000;49600;363650;270210;428900;12900;433630;420160;247140;342650
314830;46450;249650;46570;319050;270790;341150;291190;25900;289130;3170;351480;307670
240440;503460;369120;17580;351790;246070;400110;370360;251850;290060;311800;469920;365450
298280;381320;359450;49600;252310;107600;433950;262260;217120;8400;462100;285980;201570
202570;475150;337000;271590;230410;570;291650;238960;730;346110;311210;438490;449800
431250;204530;457730;248610;570;63200;409730;1520;40400;230860;249330;335830;201790
329860;263760;3590;421040;495960;313340;115100;327890;449540;265930;350500;433340;454170
431270;368900;447880;385200;395980;416270;331710;460660;354850;505440;397620;432150;421880
285110;239820;341000;390880;245470;391280;233450;482890;310470;430080;454060;404620;280720
6250;337760;201271;394360;4700;34030;364360;289070;8930;370540;10500;325610;4780
44340;13140;34870;393380;107410;203290;33930;222880;242860;730;12830;65790;33900
455400;63700;433950;449530;312610;203210;730;357070;212800;250180;494990;359050;251470
363130;238960;32800;323470;230410;410850;331600;340170;345350;351970;272510;438490;376210
408960;263920;394690;251570;340050;107200;33130;238960;209830;384500;463860;252470;222980
407690;391040;378120;310560;232910;228380;211500;282050;385760;252950;431600;253710;55140
382050;414920;238960;350050;41500;249990;289690;42910;291650;335120;112100;373420;257350
399610;341960;274920;400040;520210;1840;438450;372390;365670;471580;500500;517170;330070
380220;496240;266430;270010;271290;436320;360950;509070;730;262750;414510;465780;433600
303800;282800;49470;256410;365890;319050;369990;253510;213850;358460;293260;247000;290340
207490;414920;343150;221810;71162;203650;215510;368730;214510;275390;214770;282780;242550
363110;394360;255710;294100;570;364360;359550;730;227940;107410;281990;467520;493340
39550;243950;38440;262280;570;364360;311290;339280;39540;224440;11450;227180;24480
277450;570;201271;214950;364360;4700;297750;4760;4770;34030;10500;325610;4780
303290;301380;317300;359390;288220;311680;461700;211340;321290;310080;337930;291030;367120
340150;464350;230190;394310;356040;233450;427520;294100;252250;377900;443810;403190;246090
